id,mean_AU01_r,mean_AU02_r,mean_AU04_r,mean_AU05_r,mean_AU06_r,mean_AU07_r,mean_AU09_r,mean_AU10_r,mean_AU12_r,mean_AU14_r,mean_AU15_r,mean_AU17_r,mean_AU20_r,mean_AU23_r,mean_AU25_r,mean_AU26_r,mean_AU45_r,mean_AU01_c,mean_AU02_c,mean_AU04_c,mean_AU05_c,mean_AU06_c,mean_AU07_c,mean_AU09_c,mean_AU10_c,mean_AU12_c,mean_AU14_c,mean_AU15_c,mean_AU17_c,mean_AU20_c,mean_AU23_c,mean_AU25_c,mean_AU26_c,mean_AU45_c,mean_gaze_0_x,mean_gaze_0_y,mean_gaze_0_z,mean_gaze_1_x,mean_gaze_1_y,mean_gaze_1_z,mean_gaze_angle_x,mean_gaze_angle_y,std_AU01_r,std_AU02_r,std_AU04_r,std_AU05_r,std_AU06_r,std_AU07_r,std_AU09_r,std_AU10_r,std_AU12_r,std_AU14_r,std_AU15_r,std_AU17_r,std_AU20_r,std_AU23_r,std_AU25_r,std_AU26_r,std_AU45_r,std_AU01_c,std_AU02_c,std_AU04_c,std_AU05_c,std_AU06_c,std_AU07_c,std_AU09_c,std_AU10_c,std_AU12_c,std_AU14_c,std_AU15_c,std_AU17_c,std_AU20_c,std_AU23_c,std_AU25_c,std_AU26_c,std_AU45_c,std_gaze_0_x,std_gaze_0_y,std_gaze_0_z,std_gaze_1_x,std_gaze_1_y,std_gaze_1_z,std_gaze_angle_x,std_gaze_angle_y
2ea4_Video2,0.072915254,0.042067797,0.624966102,0.040610169,0.31379661,0,0.020898305,0.103322034,0.003118644,0.019745763,0.086966102,0.214169492,0.055135593,0.063186441,0.113627119,0.133728814,0.19179661,0.003389831,0.037288136,0,1,0,0,0,0.33559322,0,0.203389831,0,0.071186441,0,0.213559322,0,0.008474576,0.079661017,0.095191405,-0.016926912,-0.992578183,-0.106322553,-0.022984029,-0.992098649,-0.00559322,-0.020142373,0.101372464,0.081782739,0.128793206,0.098083333,0.084273542,0,0.036679308,0.131491953,0.018457573,0.073469232,0.117352438,0.165103986,0.08745932,0.110913857,0.10795709,0.112161936,0.295631164,0.058172805,0.189627734,0,0,0,0,0,0.472598104,0,0.402861624,0,0.257354206,0,0.410166899,0,0.09174434,0.270997441,0.061548243,0.040326533,0.005954329,0.051280875,0.035448136,0.005278511,0.054592399,0.036861786
2hpu_Breathing,0.110063111,0.043865778,0.805542222,0.053906667,0.043131556,5.33E-06,0.023758222,0.389092444,0.494370667,0.441351111,0.061858667,0.171460444,0.058732444,0.041876444,0.138073778,0.175609778,0.209912,0.043822222,0.014844444,0,0.001244444,0.0144,0,0.001155556,0.471022222,0.042044444,0.849333333,0,0.029866667,0.0056,0.836711111,0.001511111,0,0.129955556,0.121070665,0.398595739,-0.90718709,-0.045326404,0.40403199,-0.911977565,0.041732089,0.4155416,0.229443055,0.11225296,0.157119298,0.173020831,0.208271309,0.000230889,0.048766364,0.163039631,0.306371199,0.264314413,0.095511608,0.137267605,0.117519298,0.098247009,0.144748951,0.189750122,0.465791959,0.204708476,0.120935466,0,0.035256294,0.119138162,0,0.033975327,0.499181768,0.200699501,0.357739567,0,0.17022698,0.074626638,0.36964547,0.038845357,0,0.336269476,0.034657697,0.042877527,0.020870673,0.045234914,0.02834562,0.012295622,0.027481009,0.037780099
2hpu_Counting1,0.326872,0.187453333,0.638354667,0.081709333,0.594138667,0.028018667,0.0462,0.888901333,1.437690667,0.705104,0.132082667,1.060914667,0.104538667,0.121248,0.509904,0.444056,0.241610667,0.137866667,0.130933333,0,0.0032,0.235733333,0.029066667,0.010133333,0.9544,0.522133333,0.617066667,0.167466667,0.356266667,0.042933333,0.774666667,0.368266667,0.1536,0.315466667,0.199697757,0.460652497,-0.861959863,-0.056106145,0.451235033,-0.88700263,0.081995733,0.480821067,0.755924058,0.604556403,0.407185051,0.218565086,0.785303384,0.155613362,0.104006625,0.475797508,1.263408089,0.793631276,0.193706828,0.659484907,0.186844008,0.20890189,0.587198585,0.441463233,0.381156049,0.344805965,0.337372417,0,0.056485492,0.42451288,0.168015843,0.100166484,0.208643832,0.49957649,0.486167075,0.373441791,0.478959187,0.202733871,0.417857372,0.482398574,0.360612975,0.464763435,0.048295904,0.041537884,0.02981117,0.055137565,0.050097372,0.03028569,0.043710418,0.052012409
2hpu_Counting2,0.256485333,0.175856,0.666688,0.059930667,0.581069333,0.090290667,0.060546667,0.99072,1.772352,0.87196,0.105722667,0.707512,0.100821333,0.068501333,0.582488,0.613845333,0.134205333,0.134933333,0.227733333,0.0248,0,0.182133333,0.054133333,0,1,0.960266667,0.967466667,0.159733333,0.260266667,0.022933333,0.402666667,0.2368,0.1496,0.16,0.233878842,0.470564,-0.846065803,-0.034467396,0.461481888,-0.881204361,0.114873867,0.494941333,0.496623294,0.478927795,0.356144279,0.166551631,0.431441353,0.295109414,0.144896445,0.408798491,0.663922174,0.497122124,0.164562995,0.5145947,0.172289643,0.143425287,0.60678336,0.610313063,0.262702364,0.341697914,0.419425528,0.155535883,0,0.386005849,0.226310789,0,0,0.195358063,0.177435372,0.366407419,0.438838562,0.149710963,0.490500132,0.425175218,0.35672647,0.366654946,0.068540795,0.047066919,0.033643274,0.083287359,0.041984098,0.025067531,0.078880266,0.049842492
2hpu_Counting3,0.266368,0.176082667,0.789618667,0.064658667,0.193330667,4.80E-05,0.039144,0.835096,0.648544,0.497274667,0.211568,0.420861333,0.067973333,0.082469333,0.578642667,0.621352,0.26476,0.085066667,0.083466667,0,0.026933333,0.0568,0.003733333,0,0.887466667,0.184533333,0.6504,0.029333333,0.252533333,0.004,0.390666667,0.204,0.1632,0.142666667,0.138353389,0.446626648,-0.88237596,-0.092354915,0.439495082,-0.891723002,0.0258304,0.463247467,0.693127821,0.627840349,0.323505718,0.175628668,0.501171021,0.001616083,0.07893184,0.30403217,0.732894023,0.5748295,0.309109572,0.319440494,0.124953549,0.170821633,0.597701428,0.636094639,0.429687566,0.27901808,0.276623187,0,0.161910221,0.231490929,0.060994981,0,0.316063635,0.387970258,0.476907214,0.168761618,0.434523415,0.063127353,0.487964874,0.403022721,0.369597331,0.349779237,0.037571823,0.032775595,0.017621434,0.041422258,0.034001264,0.01654353,0.03251433,0.035924168
2hpu_Math,0.320405333,0.14728,0.427632,0.050608,0.15064,0.006005333,0.044104,0.572669333,0.807466667,0.777293333,0.154704,0.517597333,0.082154667,0.126488,0.463466667,0.443888,0.373586667,0.353333333,0.431466667,0,0.364266667,0.046666667,0.013333333,0.0136,0.930666667,0.3784,0.6768,0.126133333,0.321866667,0,0.2088,0.244533333,0.111466667,0.1736,0.070190945,0.321564125,-0.936254626,-0.06885512,0.332146752,-0.935155019,0.001388267,0.336254933,0.588498092,0.348088273,0.325953133,0.123132639,0.392702459,0.060469312,0.084815302,0.330610782,0.613820801,0.721853632,0.227345322,0.397000508,0.155871645,0.231343304,0.455802674,0.458855638,0.717240842,0.478068861,0.495346963,0,0.481288097,0.210952022,0.114712966,0.11583876,0.254053998,0.48505276,0.467760737,0.332043847,0.467254466,0,0.406505382,0.429867489,0.314751119,0.378815664,0.095000095,0.071563062,0.030899154,0.070427405,0.068896075,0.026808603,0.077270309,0.074437806
2hpu_Reading,0.306464,0.114136,0.284365333,0.054106667,0.127018667,0.029458667,0.061181333,0.539618667,0.733666667,1.626573333,0.153904,0.583186667,0.129333333,0.125778667,0.465370667,0.370709333,0.305576,0.146666667,0.2232,0.054133333,0.38,0,0.006933333,0.048,0.9344,0.385866667,0.984,0.1656,0.355466667,0.1664,0.090133333,0.163466667,0.124,0.433066667,0.038462332,0.385241655,-0.915235789,-0.149455019,0.436109046,-0.881273602,-0.060908267,0.428714933,0.548780289,0.321599576,0.253506242,0.139577877,0.214486098,0.108738494,0.132633488,0.288098388,0.291593832,0.463176914,0.267252524,0.49122848,0.232455053,0.240512077,0.47472361,0.370269384,0.486393883,0.35382049,0.416446884,0.226310789,0.485451175,0,0.082988546,0.213794735,0.2476146,0.486864244,0.12549183,0.371770759,0.478718318,0.372488979,0.286410877,0.369840223,0.329625506,0.495565756,0.078853255,0.072702348,0.03086769,0.064659233,0.074055285,0.034158818,0.073293533,0.077608383
2hpu_Relax,0.1004512,0.053966933,0.684535467,0.034868267,0.076065067,0.000177067,0.0260288,0.422274133,0.738026667,0.270068267,0.077796267,0.149026133,0.055102933,0.068743467,0.143575467,0.188888533,0.192256,0.047466667,0.091733333,0,0.004906667,0.024106667,0,0.024426667,0.786026667,0.086826667,0.663253333,0,0.054186667,0.004586667,0.031466667,0.014506667,0.007466667,0.086826667,0.100064095,0.360672211,-0.924295325,-0.084005049,0.366141447,-0.92528416,0.008854827,0.374477973,0.213680447,0.135689521,0.172970062,0.10145486,0.273155458,0.004178976,0.053082547,0.163533535,0.396148043,0.310596437,0.125409877,0.125237223,0.111515003,0.179836411,0.210161568,0.255052302,0.45864514,0.212646198,0.288664541,0,0.069879268,0.153388542,0,0.154377935,0.410130087,0.281595907,0.472622657,0,0.226397745,0.067573044,0.174584555,0.119573193,0.086091266,0.281595907,0.041304807,0.057305565,0.024320042,0.037487435,0.033698453,0.01386412,0.02655116,0.045966156
2hpu_Speaking,0.258418667,0.147858667,0.487970667,0.079250667,0.796290667,0.323584,0.081810667,1.001130667,1.6294,1.381888,0.180616,0.933149333,0.097194667,0.283896,0.568272,0.452074667,0.338632,0.2,0.253333333,0.033333333,0.0728,0.233333333,0.070666667,0.031466667,0.951466667,0.669066667,0.9504,0.324,0.347466667,0.0856,0.1408,0.275466667,0.193066667,0.3136,0.180619186,0.429817507,-0.869735612,-0.022807145,0.430015322,-0.886667349,0.0891808,0.454402667,0.454480707,0.387207725,0.443673003,0.206288956,0.848081591,0.590074485,0.175047915,0.541514923,0.933453785,0.595512433,0.362379542,0.668891844,0.181096721,0.795181001,0.691841378,0.467754424,0.515144525,0.400053344,0.434978172,0.179529432,0.259842577,0.42300899,0.256301397,0.174598525,0.214918976,0.47061186,0.217146066,0.468062412,0.476229,0.279809789,0.347861508,0.446808705,0.394757501,0.464017733,0.127147831,0.087847578,0.045277585,0.14590656,0.075690236,0.033328336,0.14513546,0.085217823
2hpu_Stroop,0.261797333,0.187954667,0.389077333,0.058872,0.656776,0.012573333,0.036941333,0.697776,1.433784,0.782653333,0.172610667,0.43936,0.073821333,0.090925333,0.450861333,0.426389333,0.248002667,0.073866667,0.1352,0.013066667,0.019466667,0.1368,0,0.001866667,0.972533333,0.826133333,0.921066667,0.109333333,0.3512,0.048,0.3848,0.1768,0.173866667,0.159466667,0.148485393,0.32040982,-0.919213571,-0.114946675,0.344845673,-0.918016148,0.018279733,0.343641333,0.660855166,0.590914228,0.255466773,0.217542795,0.58142537,0.062512239,0.083250542,0.273664293,0.678989609,0.556114991,0.267420097,0.326975545,0.133277158,0.232372509,0.487267195,0.445164624,0.496745809,0.261588665,0.341982671,0.113575388,0.138176724,0.343681914,0,0.043170351,0.163460619,0.37904533,0.269670641,0.312098591,0.477408985,0.213794735,0.48661289,0.381550235,0.37904533,0.36615953,0.066970253,0.0743305,0.098308606,0.04388065,0.056353884,0.096700479,0.04630523,0.066129678
2hpu_Video1,0.062973793,0.038847816,0.607610115,0.030114943,0.201093333,0.000330115,0.03854069,0.537371954,0.825442759,0.432677701,0.125612874,0.319768276,0.056963678,0.048405517,0.209465747,0.149588046,0.181069425,0.011034483,0.012689655,0,0,0.017287356,0,0.005793103,0.949609195,0.127172414,0.479632184,0,0.363126437,0.002206897,0.438528736,0.009655172,0.003494253,0.129011494,0.14184823,0.346835928,-0.924109173,-0.065657628,0.383238231,-0.920588025,0.04138446,0.376884046,0.110120667,0.089453855,0.149565918,0.075757809,0.284328698,0.003617683,0.078374452,0.169710962,0.391356509,0.341779338,0.186567494,0.267982815,0.105293472,0.11456058,0.289063069,0.180069917,0.396009019,0.104468782,0.1119365,0,0,0.130345947,0,0.075895145,0.218760079,0.33318133,0.499607951,0,0.480922962,0.046927909,0.496229712,0.09778972,0.059011552,0.335228075,0.039747364,0.058403558,0.024816215,0.027059754,0.022493317,0.009857106,0.024390069,0.041696459
2hpu_Video2,0.086295593,0.041136271,0.666241356,0.029559322,0.114852881,2.71E-05,0.023937627,0.464158644,0.651804746,0.279858983,0.064637288,0.200277966,0.064305085,0.033665085,0.165983729,0.146817627,0.165370847,0.020338983,0.005016949,0,0,0,0,0,0.883118644,0.009762712,0.375864407,0,0.087457627,0,0.447186441,0,0,0.121084746,0.12906172,0.314456733,-0.937275619,-0.075841267,0.369907316,-0.925217417,0.028629017,0.352176136,0.164657017,0.093137516,0.142295019,0.079830193,0.097819608,0.000931224,0.049035243,0.147290949,0.119030232,0.191135336,0.094731434,0.166854273,0.12807054,0.061860707,0.171661435,0.149330578,0.392238325,0.141166607,0.070657316,0,0,0,0,0,0.321300642,0.098329611,0.484378125,0,0.282523651,0,0.497236616,0,0,0.326247854,0.034306585,0.064266546,0.02584817,0.027828935,0.022730429,0.009924137,0.021023612,0.045133726
2z7d_Breathing,0.100011111,0.049755556,0.013244444,0.042255556,0.504188889,0.043266667,0.033966667,0.460233333,1.523566667,1.3879,0.127644444,0.266233333,0.104166667,0.173444444,0.1538,0.199555556,0.159733333,0.115555556,0.015555556,0,0.065555556,0.076666667,0,0,0.272222222,0.315555556,0.738888889,0.084444444,0.181111111,0.072222222,0.116666667,0.034444444,0.01,0.261111111,0.156925034,0.279199831,-0.944653223,0.033220373,0.315175581,-0.945430042,0.100432222,0.304747778,0.164241947,0.098326069,0.082535773,0.111003719,0.5103639,0.099795096,0.065197049,0.491761777,0.52907169,0.782055086,0.205838598,0.220049876,0.18978143,0.305895578,0.135637595,0.221953663,0.258138575,0.319868963,0.123816858,0,0.247641202,0.266209749,0,0,0.445351164,0.464995153,0.439484592,0.2782078,0.385324342,0.258999434,0.321201166,0.182469228,0.099554067,0.439484592,0.047024978,0.049622675,0.019600001,0.04552142,0.057502365,0.018720247,0.045128378,0.054958572
2z7d_Counting1,0.194966667,0.0779,0.041333333,0.054733333,1.029633333,0.269033333,0.070966667,0.8376,1.857933333,1.4418,0.1575,0.4785,0.148833333,0.156833333,0.7043,0.385033333,0.242666667,0.113333333,0.246666667,0,0.06,0.343333333,0,0.013333333,0.736666667,0.75,0.786666667,0.093333333,0.373333333,0.1,0.273333333,0.346666667,0.073333333,0.11,0.155162377,0.256629973,-0.950447963,0.036497427,0.27944948,-0.95594369,0.100343333,0.27431,0.26767861,0.158160168,0.191596589,0.13964454,0.618614429,0.328897111,0.16934084,0.620920861,0.653005705,0.606279923,0.256830599,0.423129861,0.254906971,0.283886616,0.664007679,0.386216965,0.322544579,0.317529482,0.43179127,0,0.237883645,0.475614957,0,0.114889312,0.441177607,0.433736199,0.410345587,0.291385037,0.484497694,0.300501253,0.446415177,0.476703657,0.261118425,0.313412547,0.040656242,0.066370165,0.026055591,0.04551335,0.065369242,0.020629804,0.039318255,0.067067733
2z7d_Counting2,0.204933333,0.093833333,0.0034,0.082533333,0.680366667,0.3509,0.036633333,0.4008,1.647666667,0.975833333,0.218666667,0.382533333,0.100566667,0.154266667,0.3964,0.422266667,0.3294,0.1,0.196666667,0,0.086666667,0.22,0,0,0.53,0.736666667,0.723333333,0.156666667,0.526666667,0.14,0.47,0.19,0.033333333,0.196666667,0.154317237,0.224260957,-0.951896593,0.046094687,0.23985513,-0.960635613,0.104686667,0.23776,0.308966876,0.18456395,0.013677118,0.168842951,0.557548563,0.380914482,0.058099778,0.46039756,0.693443655,0.558190135,0.301043151,0.288298402,0.165185653,0.257913798,0.347879924,0.41429175,0.488273499,0.300501253,0.398142286,0,0.281816057,0.414938445,0,0,0.499933106,0.441177607,0.448097676,0.364093535,0.500122616,0.347566793,0.499933106,0.392956379,0.179805419,0.398142286,0.112564065,0.079757374,0.028641987,0.106328741,0.076910578,0.019015636,0.109959168,0.079663228
2z7d_Counting3,0.221466667,0.1277,0,0.1298,0.093033333,0.028433333,0.030833333,0.003766667,0.4791,0.023733333,0.079033333,0.382,0.090366667,0.2506,0.285366667,0.280166667,0.222766667,0.146666667,0.096666667,0,0.206666667,0,0,0,0,0.103333333,0,0,0.12,0,0.016666667,0.02,0,0.016666667,0.188609867,0.179680947,-0.961462283,0.07618697,0.202555727,-0.972558323,0.136386667,0.1954,0.370358024,0.333680765,0,0.321022551,0.168904989,0.071340806,0.052696254,0.017922508,0.305105152,0.083454245,0.095255679,0.252947838,0.150378115,0.503823149,0.225700394,0.229389853,0.344848392,0.354364411,0.295997077,0,0.405590806,0,0,0,0,0.304902346,0,0,0.325504497,0,0.128232996,0.140233918,0,0.128232996,0.04688357,0.070774879,0.02345428,0.041781991,0.072882373,0.01624437,0.041270182,0.074175468
